,pagefaults_time,cpu_statistics_time,pagefaults_uid,kernel_statistics_time,threads_percent_system,stack_utilization_pid,kernel_tables_time,cpu_statistics_pid,threads_cpu,kernel_tables_uid,kernel_statistics_kb_ccwr_s,pagefaults_pid,task_switching_time,stack_utilization_stksize,task_switching_pid,pagefaults_minflt_s,task_switching_nvcswch_s,threads_percent_guest,kernel_statistics_pid,policy_pid,pagefaults_vsz,cpu_statistics_percent_cpu,cpu_statistics_percent_system,threads_time,task_switching_uid,policy_time,kernel_statistics_kb_rd_s,stack_utilization_time,kernel_statistics_uid,policy_uid,pagefaults_rss,pagefaults_majflt_s,threads_uid,cpu_statistics_percent_guest,pagefaults_percent_mem,threads_percent_cpu,cpu_statistics_uid,stack_utilization_stkref,kernel_tables_pid,cpu_statistics_cpu,cpu_statistics_percent_usr,kernel_statistics_kb_wr_s,threads_percent_usr,task_switching_cswch_s,stack_utilization_uid,timepoint,rank
18,181815,181815,0,181815,0.0,20,181815,20,2,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.04,181815,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,2.0,0.0
19,181815,181815,0,181815,0.0,20,181815,20,2,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.04,181815,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,2.0,0.0
20,181815,181815,0,181815,0.0,20,181815,20,2,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.04,181815,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,2.0,0.0
21,181815,181815,0,181815,0.0,20,181815,20,2,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.04,181815,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,2.0,0.0
22,181815,181815,0,181815,0.0,20,181815,20,2,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.04,181815,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,2.0,0.0
23,181815,181815,0,181815,0.0,20,181815,20,2,0,0.0,20,181815,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181815,0,181815,0.04,181815,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,2.0,0.0
24,181818,181817,0,181818,0.0,20,181818,20,2,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.04,181818,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,3.0,0.0
25,181818,181817,0,181818,0.0,20,181818,20,2,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.04,181818,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,3.0,0.0
26,181818,181817,0,181818,0.0,20,181818,20,2,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.04,181818,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,3.0,0.0
27,181818,181817,0,181818,0.0,20,181818,20,2,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.04,181818,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,3.0,0.0
28,181818,181817,0,181818,0.0,20,181818,20,2,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.04,181818,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,3.0,0.0
29,181818,181817,0,181818,0.0,20,181818,20,2,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.04,181818,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,3.0,0.0
30,181818,181817,0,181818,0.0,20,181818,20,2,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.04,181818,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,3.0,0.0
31,181818,181817,0,181818,0.0,20,181818,20,2,0,0.0,20,181818,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181818,0,181818,0.04,181818,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,3.0,0.0
32,181821,181820,0,181820,0.0,20,181821,20,2,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.04,181821,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,4.0,0.0
33,181821,181820,0,181820,0.0,20,181821,20,2,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.04,181821,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,4.0,0.0
34,181821,181820,0,181820,0.0,20,181821,20,2,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.04,181821,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,4.0,0.0
35,181821,181820,0,181820,0.0,20,181821,20,2,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.04,181821,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,4.0,0.0
36,181821,181820,0,181820,0.0,20,181821,20,2,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.04,181821,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,4.0,0.0
37,181821,181820,0,181820,0.0,20,181821,20,2,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.04,181821,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,4.0,0.0
38,181821,181820,0,181820,0.0,20,181821,20,2,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.04,181821,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,4.0,0.0
39,181821,181820,0,181820,0.0,20,181821,20,2,0,0.0,20,181821,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181821,0,181821,0.04,181821,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,4.0,0.0
40,181824,181823,0,181823,0.0,20,181824,20,2,0,0.0,20,181824,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181824,0,181823,0.04,181824,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,5.0,0.0
41,181824,181823,0,181823,0.0,20,181824,20,2,0,0.0,20,181824,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181824,0,181823,0.04,181824,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,5.0,0.0
42,181824,181823,0,181823,0.0,20,181824,20,2,0,0.0,20,181824,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181824,0,181823,0.04,181824,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,5.0,0.0
43,181824,181823,0,181823,0.0,20,181824,20,2,0,0.0,20,181824,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181824,0,181823,0.04,181824,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,5.0,0.0
44,181824,181823,0,181823,0.0,20,181824,20,2,0,0.0,20,181824,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181824,0,181823,0.04,181824,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,5.0,0.0
45,181824,181823,0,181823,0.0,20,181824,20,2,0,0.0,20,181824,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181824,0,181823,0.04,181824,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,5.0,0.0
46,181824,181823,0,181823,0.0,20,181824,20,2,0,0.0,20,181824,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181824,0,181823,0.04,181824,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,5.0,0.0
47,181824,181823,0,181823,0.0,20,181824,20,2,0,0.0,20,181824,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181824,0,181823,0.04,181824,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,5.0,0.0
48,181826,181826,0,181826,0.0,20,181827,20,2,0,0.0,20,181827,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181827,0,181826,0.04,181827,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,6.0,0.0
49,181826,181826,0,181826,0.0,20,181827,20,2,0,0.0,20,181827,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181827,0,181826,0.04,181827,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,6.0,0.0
50,181826,181826,0,181826,0.0,20,181827,20,2,0,0.0,20,181827,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181827,0,181826,0.04,181827,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,6.0,0.0
51,181826,181826,0,181826,0.0,20,181827,20,2,0,0.0,20,181827,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181827,0,181826,0.04,181827,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,6.0,0.0
52,181826,181826,0,181826,0.0,20,181827,20,2,0,0.0,20,181827,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181827,0,181826,0.04,181827,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,6.0,0.0
53,181826,181826,0,181826,0.0,20,181827,20,2,0,0.0,20,181827,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181827,0,181826,0.04,181827,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,6.0,0.0
54,181826,181826,0,181826,0.0,20,181827,20,2,0,0.0,20,181827,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181827,0,181826,0.04,181827,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,6.0,0.0
55,181826,181826,0,181826,0.0,20,181827,20,2,0,0.0,20,181827,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181827,0,181826,0.04,181827,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,6.0,0.0
56,181829,181829,0,181829,0.0,20,181830,20,2,0,0.0,20,181830,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181830,0,181829,0.04,181830,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,7.0,0.0
57,181829,181829,0,181829,0.0,20,181830,20,2,0,0.0,20,181830,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181830,0,181829,0.04,181830,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,7.0,0.0
58,181829,181829,0,181829,0.0,20,181830,20,2,0,0.0,20,181830,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181830,0,181829,0.04,181830,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,7.0,0.0
59,181829,181829,0,181829,0.0,20,181830,20,2,0,0.0,20,181830,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181830,0,181829,0.04,181830,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,7.0,0.0
60,181829,181829,0,181829,0.0,20,181830,20,2,0,0.0,20,181830,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181830,0,181829,0.04,181830,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,7.0,0.0
61,181829,181829,0,181829,0.0,20,181830,20,2,0,0.0,20,181830,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181830,0,181829,0.04,181830,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,7.0,0.0
62,181829,181829,0,181829,0.0,20,181830,20,2,0,0.0,20,181830,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181830,0,181829,0.04,181830,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,7.0,0.0
63,181829,181829,0,181829,0.0,20,181830,20,2,0,0.0,20,181830,132,20,0.0,0.0,0.0,20,20,8808,0.0,0.0,181830,0,181829,0.04,181830,0,0,3536,0.0,0,0.0,0.02,0.0,0,12,20,2,0.0,0.0,0.0,0.0,0,7.0,0.0
64,181809,181809,0,181809,0.0,19,181810,19,0,0,0.0,19,181810,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181810,0,181809,0.0,181809,0,0,3432,0.0,0,0.0,0.02,0.0,0,12,19,0,0.0,0.0,0.0,0.0,0,0.0,1.0
65,181809,181809,0,181809,0.0,19,181810,19,0,0,0.0,19,181810,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181810,0,181809,0.0,181809,0,0,3432,0.0,0,0.0,0.02,0.0,0,12,19,0,0.0,0.0,0.0,0.0,0,0.0,1.0
66,181809,181809,0,181809,0.0,19,181810,19,0,0,0.0,19,181810,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181810,0,181809,0.0,181809,0,0,3432,0.0,0,0.0,0.02,0.0,0,12,19,0,0.0,0.0,0.0,0.0,0,0.0,1.0
67,181809,181809,0,181809,0.0,19,181810,19,0,0,0.0,19,181810,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181810,0,181809,0.0,181809,0,0,3432,0.0,0,0.0,0.02,0.0,0,12,19,0,0.0,0.0,0.0,0.0,0,0.0,1.0
68,181809,181809,0,181809,0.0,19,181810,19,0,0,0.0,19,181810,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181810,0,181809,0.0,181809,0,0,3432,0.0,0,0.0,0.02,0.0,0,12,19,0,0.0,0.0,0.0,0.0,0,0.0,1.0
69,181809,181809,0,181809,0.0,19,181810,19,0,0,0.0,19,181810,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181810,0,181809,0.0,181809,0,0,3432,0.0,0,0.0,0.02,0.0,0,12,19,0,0.0,0.0,0.0,0.0,0,0.0,1.0
70,181809,181809,0,181809,0.0,19,181810,19,0,0,0.0,19,181810,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181810,0,181809,0.0,181809,0,0,3432,0.0,0,0.0,0.02,0.0,0,12,19,0,0.0,0.0,0.0,0.0,0,0.0,1.0
71,181809,181809,0,181809,0.0,19,181810,19,0,0,0.0,19,181810,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181810,0,181809,0.0,181809,0,0,3432,0.0,0,0.0,0.02,0.0,0,12,19,0,0.0,0.0,0.0,0.0,0,0.0,1.0
72,181812,181812,0,181812,0.0,19,181813,19,5,0,0.0,19,181813,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181813,0,181812,0.0,181812,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,1.0,1.0
73,181812,181812,0,181812,0.0,19,181813,19,5,0,0.0,19,181813,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181813,0,181812,0.0,181812,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,1.0,1.0
74,181812,181812,0,181812,0.0,19,181813,19,5,0,0.0,19,181813,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181813,0,181812,0.0,181812,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,1.0,1.0
75,181812,181812,0,181812,0.0,19,181813,19,5,0,0.0,19,181813,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181813,0,181812,0.0,181812,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,1.0,1.0
76,181812,181812,0,181812,0.0,19,181813,19,5,0,0.0,19,181813,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181813,0,181812,0.0,181812,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,1.0,1.0
77,181812,181812,0,181812,0.0,19,181813,19,5,0,0.0,19,181813,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181813,0,181812,0.0,181812,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,1.0,1.0
78,181812,181812,0,181812,0.0,19,181813,19,5,0,0.0,19,181813,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181813,0,181812,0.0,181812,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,1.0,1.0
79,181812,181812,0,181812,0.0,19,181813,19,5,0,0.0,19,181813,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181813,0,181812,0.0,181812,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,1.0,1.0
80,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
81,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
82,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
83,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
84,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
85,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
86,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
87,181815,181815,0,181815,0.0,19,181816,19,5,0,0.0,19,181816,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181815,0,181815,0.0,181815,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,2.0,1.0
88,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
89,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
90,181818,181818,0,181818,0.0,19,181818,19,5,0,0.0,19,181818,132,19,0.0,0.0,0.0,19,19,8808,0.0,0.0,181818,0,181818,0.0,181818,0,0,3464,0.0,0,0.0,0.02,0.0,0,16,19,5,0.0,0.0,0.0,0.0,0,3.0,1.0
