,instance,vcpu,cores,memory_mb,gpu,spot_price,price
121,n2-highmem-48,48,24.0,393216,False,0.8658339384109589,5.273636690410958
122,n2-highmem-64,64,32.0,524288,False,1.1540799544109588,7.031150290410959
123,n2-highmem-8,8,4.0,65536,False,0.1452188984109589,0.8798526904109589
124,n2-highmem-80,80,40.0,655360,False,1.4423259704109588,8.788663890410959
125,n2-highmem-96,96,48.0,786432,False,1.7305719864109588,10.546177490410958
126,n2-standard-128,128,64.0,524288,False,1.7025599544109589,9.05425429041096
127,n2-standard-16,16,8.0,65536,False,0.2137788984109589,1.132740690410959
128,n2-standard-2,2,1.0,8192,False,0.027681266410958905,0.1425514904109589
129,n2-standard-32,32,16.0,131072,False,0.42646190641095894,2.2643854904109593
130,n2-standard-4,4,2.0,16384,False,0.0542666424109589,0.28400709041095895
131,n2-standard-48,48,24.0,196608,False,0.6391449144109589,3.396030290410959
132,n2-standard-64,64,32.0,262144,False,0.851827922410959,4.527675090410959
133,n2-standard-8,8,4.0,32768,False,0.10743739441095891,0.566918290410959
134,n2-standard-80,80,40.0,327680,False,1.0645109304109588,5.659319890410958
135,n2-standard-96,96,48.0,393216,False,1.2771939384109587,6.790964690410958
494,m2-hypermem-416,416,208.0,9043968,False,23.692368082410958,60.60213269041096
495,m2-megamem-416,416,208.0,6029312,False,17.681144018410958,45.22738709041096
496,m2-ultramem-208,208,104.0,6029312,False,14.852344018410959,37.98898709041096
497,m2-ultramem-416,416,208.0,12058624,False,29.70359214641096,75.97687829041097
617,h3-standard-88,88,44.0,360448,False,0.5512578104109589,5.524616530410959
704,m2-ultramem2x-96,96,48.0,1280000,False,3.859015890410959,9.869895890410959
705,m2-ultramemx-96,96,48.0,614400,False,2.531809490410959,6.475335890410959
