,uid,storage,instance,size,blocksize,read_io_bytes,read_io_kbytes,read_bw_bytes,read_bw,read_iops,read_runtime,read_total_ios,read_short_ios,read_drop_ios,read_bw_min,read_bw_max,read_bw_agg,read_bw_mean,read_bw_dev,read_bw_samples,read_iops_min,read_iops_max,read_iops_mean,read_iops_stddev,read_iops_samples,write_io_bytes,write_io_kbytes,write_bw_bytes,write_bw,write_iops,write_runtime,write_total_ios,write_short_ios,write_drop_ios,write_bw_min,write_bw_max,write_bw_agg,write_bw_mean,write_bw_dev,write_bw_samples,write_iops_min,write_iops_max,write_iops_mean,write_iops_stddev,write_iops_samples,trim_io_bytes,trim_io_kbytes,trim_bw_bytes,trim_bw,trim_iops,trim_runtime,trim_total_ios,trim_short_ios,trim_drop_ios,trim_bw_min,trim_bw_max,trim_bw_agg,trim_bw_mean,trim_bw_dev,trim_bw_samples,trim_iops_min,trim_iops_max,trim_iops_mean,trim_iops_stddev,trim_iops_samples
108,2,filestore,n1-standard-32,4,256,3218079744,3142656,396266438,386978,1511.636498,8121,12276,0,0,344064,492032,100.0,392288.0,39750.99713,16,1344,1922,1532.375,155.277333,16,1076887552,1051648,132605289,129497,505.849033,8121,4108,0,0,105472,144896,99.807446,129248.0,11226.653238,16,412,566,504.875,43.854114,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
109,3,filestore,n1-standard-32,2,32,1610252288,1572512,153386577,149791,4680.986855,10498,49141,0,0,137152,184192,100.0,150006.4,10428.068229,20,4286,5756,4687.7,325.877132,20,537231360,524640,51174638,49975,1561.726043,10498,16395,0,0,47616,59136,99.415245,49683.2,2388.449962,20,1488,1848,1552.6,74.639061,20,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
110,1,filestore,n1-standard-32,2,32,1610252288,1572512,153386577,149791,4680.986855,10498,49141,0,0,136768,184704,100.0,149923.2,10707.909097,20,4274,5772,4685.1,334.622159,20,537231360,524640,51174638,49975,1561.726043,10498,16395,0,0,46592,59072,99.427251,49689.6,2474.914446,20,1456,1846,1552.8,77.341076,20,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
111,1,filestore,n1-standard-32,3,8,2413322240,2356760,38365163,37465,4683.247488,62904,294595,0,0,33056,48704,99.727808,37364.992,2061.428171,125,4132,6088,4670.624,257.678521,125,807903232,788968,12843431,12542,1567.80173,62904,98621,0,0,11760,15824,99.637924,12497.536,415.455843,125,1470,1978,1562.192,51.93198,125,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
112,0,filestore,n1-standard-32,4,8,3217063936,3141664,38227840,37331,4666.484463,84155,392708,0,0,33264,48688,99.866401,37282.202381,2000.817092,168,4158,6086,4660.255952,250.103763,168,1077903360,1052640,12808548,12508,1563.543461,84155,131580,0,0,11872,16272,99.837327,12488.255952,487.85132,168,1484,2034,1561.02381,60.986791,168,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
113,4,filestore,n1-standard-32,4,32,3221356544,3145856,152065546,148501,4640.672205,21184,98308,0,0,132096,189504,99.860264,148294.095238,9613.038919,42,4128,5922,4634.190476,300.407466,42,1073610752,1048448,50680265,49492,1546.638973,21184,32764,0,0,46272,61120,99.748555,49368.380952,2278.09622,42,1446,1910,1542.761905,71.190507,42,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
114,2,filestore,n1-standard-32,4,8,3217063936,3141664,38202419,37307,4663.381268,84211,392708,0,0,33264,48288,99.852441,37252.380952,1979.968632,168,4158,6036,4656.547619,247.496079,168,1077903360,1052640,12800030,12500,1562.503711,84211,131580,0,0,11872,15600,99.807766,12476.761905,427.121927,168,1484,1950,1559.595238,53.390241,168,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
115,0,filestore,n1-standard-32,1,8,805339136,786464,39323200,38401,4800.195312,20480,98308,0,0,34832,48768,99.240754,38110.8,2332.76738,40,4354,6096,4763.85,291.595923,40,268402688,262112,13105600,12798,1599.804688,20480,32764,0,0,12160,16080,99.199609,12696.8,590.86183,40,1520,2010,1587.1,73.857729,40,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
116,1,filestore,n1-standard-32,4,256,3218079744,3142656,395730416,386455,1509.591736,8132,12276,0,0,325120,503808,100.0,390912.0,40832.227377,16,1270,1968,1527.0,159.500888,16,1076887552,1051648,132425916,129322,505.164781,8132,4108,0,0,119808,146432,99.719937,128960.0,7012.406529,16,468,572,503.75,27.392213,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
117,4,filestore,n1-standard-32,3,64,2416246784,2359616,288438197,281677,4401.21762,8377,36869,0,0,263552,334208,100.0,282328.0,17538.131257,16,4118,5222,4411.375,274.033301,16,804978688,786112,96093910,93841,1466.27671,8377,12283,0,0,87168,106880,99.588979,93456.0,4690.665909,16,1362,1670,1460.25,73.291655,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
118,1,filestore,n1-standard-32,2,64,1611333632,1573568,290487404,283679,4432.486028,5547,24587,0,0,264192,332800,100.0,284567.272727,20049.051355,11,4128,5200,4446.363636,313.266427,11,536150016,523584,96655852,94390,1474.851271,5547,8181,0,0,90880,108544,99.695435,94103.272727,4890.477218,11,1420,1696,1470.363636,76.413707,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
119,3,filestore,n1-standard-32,2,256,1601437696,1563904,395124030,385863,1507.278559,4053,6109,0,0,342528,488960,100.0,390016.0,44855.032322,8,1338,1910,1523.5,175.21497,8,546045952,533248,134726363,131568,513.940291,4053,2083,0,0,118784,155136,98.990099,130240.0,10891.932952,8,464,606,508.75,42.546613,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
120,2,filestore,n1-standard-32,2,32,1610252288,1572512,153870261,150263,4695.747731,10465,49141,0,0,139904,188544,100.0,150419.2,10655.953975,20,4372,5892,4700.6,332.998562,20,537231360,524640,51336011,50132,1566.650741,10465,16395,0,0,47552,61120,99.41391,49840.0,2910.778228,20,1486,1910,1557.5,90.96182,20,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
121,0,filestore,n1-standard-32,2,32,1610252288,1572512,153855559,150249,4695.299064,10466,49141,0,0,137856,186816,100.0,150521.6,10310.931176,20,4308,5838,4703.8,322.216599,20,537231360,524640,51331106,50128,1566.501051,10466,16395,0,0,46464,60288,99.559063,49907.2,2679.211699,20,1452,1884,1559.6,83.725366,20,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
122,0,filestore,n1-standard-32,3,256,2413559808,2356992,396771298,387471,1513.562387,6083,9207,0,0,327168,477184,100.0,390570.666667,45171.070689,12,1278,1864,1525.666667,176.449495,12,807665664,788736,132774233,129662,506.493506,6083,3081,0,0,113152,154112,99.046495,128426.666667,12643.268315,12,442,602,501.666667,49.387767,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
123,2,filestore,n1-standard-32,4,64,3220504576,3145024,287853465,281106,4392.295316,11188,49141,0,0,262912,338560,100.0,281640.727273,16608.762421,22,4108,5290,4400.636364,259.511913,22,1074462720,1049280,96037068,93786,1465.409367,11188,16395,0,0,87552,108160,99.803597,93602.909091,3798.158187,22,1368,1690,1462.545455,59.346222,22,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
124,1,filestore,n1-standard-32,2,8,1609711616,1571984,38660605,37754,4719.31215,41637,196498,0,0,34320,48976,99.818572,37686.084337,2222.655982,83,4290,6122,4710.759036,277.832753,83,537772032,525168,12915724,12613,1576.626558,41637,65646,0,0,11584,15904,99.722416,12578.60241,567.932814,83,1448,1988,1572.325301,70.991602,83,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
125,2,filestore,n1-standard-32,4,32,3221356544,3145856,152137363,148571,4642.86389,21174,98308,0,0,132224,187136,99.949086,148496.761905,9665.308232,42,4132,5848,4640.52381,302.040882,42,1073610752,1048448,50704201,49515,1547.369415,21174,32764,0,0,46400,59968,99.818601,49426.285714,2142.376004,42,1450,1874,1544.571429,66.94925,42,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
126,4,filestore,n1-standard-32,3,128,2419064832,2362368,380057318,371149,2899.607227,6365,18456,0,0,321792,438784,100.0,373525.333333,30155.582668,12,2514,3428,2918.166667,235.59049,12,802160640,783360,126026809,123073,961.508248,6365,6120,0,0,111104,140544,99.652194,122645.333333,7967.437244,12,868,1098,958.166667,62.245603,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
127,3,filestore,n1-standard-32,1,32,805666816,786784,157603054,153909,4809.663537,5112,24587,0,0,139456,190720,99.960865,153849.6,13877.868706,10,4358,5960,4807.8,433.683397,10,268075008,261792,52440338,51211,1600.352113,5112,8181,0,0,47680,62080,99.339467,50873.6,4178.224695,10,1490,1940,1589.8,130.569522,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
128,1,filestore,n1-standard-32,1,64,804519936,785664,297529562,290556,4539.940828,2704,12276,0,0,265472,352256,100.0,293580.8,33969.786858,5,4148,5504,4587.2,530.77792,5,269221888,262912,99564307,97230,1519.230769,2704,4108,0,0,91392,113792,99.444858,96691.2,9595.988495,5,1428,1778,1510.8,149.93732,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
129,1,filestore,n1-standard-32,3,32,2418606080,2361920,153212091,149621,4675.661979,15786,73810,0,0,133696,189184,99.929701,149516.387097,10309.913591,31,4178,5912,4672.387097,322.1848,31,802619392,783808,50843747,49652,1551.628025,15786,24494,0,0,46720,61248,99.619157,49463.741935,2487.108508,31,1460,1914,1545.741935,77.722141,31,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
130,4,filestore,n1-standard-32,3,32,2418606080,2361920,153406449,149810,4681.593302,15766,73810,0,0,134656,187776,99.931256,149708.387097,9775.915949,31,4208,5868,4678.387097,305.497373,31,802619392,783808,50908245,49715,1553.596347,15766,24494,0,0,47616,60224,99.633747,49533.935484,2217.670579,31,1488,1882,1547.935484,69.302206,31,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
131,2,filestore,n1-standard-32,1,64,804519936,785664,297199828,290234,4534.909494,2707,12276,0,0,271104,337792,100.0,293171.2,25845.479048,5,4236,5278,4580.8,403.83561,5,269221888,262912,99453966,97123,1517.5471,2707,4108,0,0,92288,107648,99.871283,96998.4,6262.458048,5,1442,1682,1515.6,97.850907,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
132,4,filestore,n1-standard-32,2,128,1609039872,1571328,382013264,373059,2914.529915,4212,12276,0,0,335616,472320,100.0,375040.0,46073.904359,8,2622,3690,2930.0,359.952378,8,538443776,525824,127835654,124839,975.308642,4212,4108,0,0,114432,150016,99.686393,124448.0,10812.293532,8,894,1172,972.25,84.471043,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
133,0,filestore,n1-standard-32,1,32,805666816,786784,157326072,153638,4801.210701,5121,24587,0,0,139648,188736,99.903838,153491.2,13438.748725,10,4364,5898,4796.6,419.960898,10,268075008,261792,52348175,51121,1597.539543,5121,8181,0,0,47104,62080,99.189643,50707.2,4269.124625,10,1472,1940,1584.6,133.410145,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
134,2,filestore,n1-standard-32,4,128,3222667264,3147136,378513890,369642,2887.831806,8514,24587,0,0,315136,456704,100.0,370100.705882,33593.936484,17,2462,3568,2891.411765,262.452629,17,1072300032,1047168,125945505,122993,960.887949,8514,8181,0,0,113152,143872,99.515701,122398.117647,7620.506823,17,884,1124,956.235294,59.53521,17,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
135,2,filestore,n1-standard-32,1,256,798490624,779776,398051158,388721,1518.444666,2006,3046,0,0,325120,472064,100.0,389504.0,65863.680796,4,1270,1844,1521.5,257.280003,4,275251200,268800,137213958,133998,523.429711,2006,1050,0,0,110592,154112,94.568572,126720.0,19332.096696,4,432,602,495.0,75.516003,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
136,2,filestore,n1-standard-32,3,64,2416246784,2359616,289163090,282385,4412.278602,8356,36869,0,0,265728,333952,100.0,283216.0,16802.578088,16,4152,5218,4425.25,262.540283,16,804978688,786112,96335410,94077,1469.961704,8356,12283,0,0,89344,105984,99.670964,93768.0,3733.555803,16,1396,1656,1465.125,58.336809,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
137,3,filestore,n1-standard-32,1,256,798490624,779776,399445034,390083,1523.761881,1999,3046,0,0,367616,458752,100.0,418986.666667,46663.212977,3,1436,1792,1636.666667,182.278176,3,275251200,268800,137694447,134467,525.262631,1999,1050,0,0,119296,155136,100.0,135168.0,18267.712282,3,466,606,528.0,71.358251,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
138,1,filestore,n1-standard-32,2,256,1601437696,1563904,394539959,385292,1505.050505,4059,6109,0,0,342528,506880,100.0,390848.0,50074.346007,8,1338,1980,1526.75,195.602914,8,546045952,533248,134527211,131374,513.180586,4059,2083,0,0,115712,146944,98.503337,129408.0,9562.01246,8,452,574,505.5,37.351611,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
139,3,filestore,n1-standard-32,4,32,3221356544,3145856,151871978,148312,4634.76498,21211,98308,0,0,134144,187520,99.862804,148109.714286,9325.040954,42,4192,5860,4628.428571,291.40753,42,1073610752,1048448,50615753,49429,1544.670218,21211,32764,0,0,45632,61184,99.723957,49293.714286,2198.360212,42,1426,1912,1540.428571,68.698757,42,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
140,4,filestore,n1-standard-32,1,128,800718848,781952,376986274,368150,2876.177024,2124,6109,0,0,337664,439552,100.0,374528.0,45015.254303,4,2638,3434,2926.0,351.681674,4,273022976,266624,128541890,125529,980.696798,2124,2083,0,0,116480,135936,99.928949,125440.0,9326.742054,4,910,1062,980.0,72.865172,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
141,4,filestore,n1-standard-32,1,32,805666816,786784,157726471,154029,4813.429914,5108,24587,0,0,139968,193408,99.799547,153721.6,14736.730975,10,4374,6044,4803.8,460.522843,10,268075008,261792,52481403,51251,1601.605325,5108,8181,0,0,47808,62208,98.986622,50732.8,4088.331711,10,1494,1944,1585.4,127.760366,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
142,3,filestore,n1-standard-32,4,128,3222667264,3147136,379986707,371080,2899.068506,8481,24587,0,0,309248,465152,99.915714,370768.0,38968.628969,16,2416,3634,2896.625,304.442414,16,1072300032,1047168,126435565,123472,964.626813,8481,8181,0,0,112128,142848,99.649936,123040.0,8383.820863,16,876,1116,961.25,65.4986,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
143,1,filestore,n1-standard-32,2,128,1609039872,1571328,379311615,370421,2893.917963,4242,12276,0,0,347392,429312,100.0,373056.0,28978.524778,8,2714,3354,2914.5,226.394725,8,538443776,525824,126931583,123956,968.411127,4242,4108,0,0,116992,131072,99.36379,123168.0,4379.743502,8,914,1024,962.25,34.216746,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
144,2,filestore,n1-standard-32,3,32,2418606080,2361920,153494071,149896,4684.26731,15757,73810,0,0,137024,188480,99.945593,149815.741935,9793.780989,31,4282,5890,4681.741935,306.055656,31,802619392,783808,50937322,49743,1554.483722,15757,24494,0,0,47232,62016,99.673367,49581.419355,2575.536511,31,1476,1938,1549.419355,80.485516,31,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
145,2,filestore,n1-standard-32,3,128,2419064832,2362368,382702868,373733,2919.791172,6321,18456,0,0,342272,435200,100.0,375808.0,27826.708635,12,2674,3400,2936.0,217.396161,12,802160640,783360,126904072,123929,968.201234,6321,6120,0,0,113408,133120,99.669363,123520.0,5994.297411,12,886,1040,965.0,46.830449,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
146,2,filestore,n1-standard-32,1,8,805339136,786464,39321280,38399,4799.960939,20481,98308,0,0,35216,49264,99.261224,38116.4,2280.814933,40,4402,6158,4764.55,285.101867,40,268402688,262112,13104960,12797,1599.726576,20481,32764,0,0,11920,16032,99.227895,12699.2,622.617271,40,1490,2004,1587.4,77.827159,40,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
147,2,filestore,n1-standard-32,2,8,1609711616,1571984,38667105,37760,4720.105693,41630,196498,0,0,33456,48704,99.801793,37686.578313,2231.495944,83,4182,6088,4710.795181,278.925323,83,537772032,525168,12917896,12615,1576.891665,41630,65646,0,0,11728,15824,99.697722,12577.879518,538.023832,83,1466,1978,1572.228916,67.252224,83,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
148,0,filestore,n1-standard-32,1,128,800718848,781952,387945178,378852,2959.786822,2064,6109,0,0,343296,473088,100.0,387392.0,58240.0,4,2682,3696,3026.5,455.0,4,273022976,266624,132278573,129178,1009.205426,2064,2083,0,0,121088,147456,99.583294,128640.0,12673.939246,4,946,1152,1005.0,99.01515,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
149,3,filestore,n1-standard-32,2,64,1611333632,1573568,291961158,285118,4454.973727,5519,24587,0,0,263296,341632,100.0,285789.090909,20632.797277,11,4114,5338,4465.454545,322.387457,11,536150016,523584,97146225,94869,1482.333756,5519,8181,0,0,90624,110464,99.903699,94778.181818,5457.174174,11,1416,1726,1480.909091,85.268346,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
150,3,filestore,n1-standard-32,3,64,2416246784,2359616,290030822,283233,4425.519145,8331,36869,0,0,257408,342528,100.0,284320.0,18472.459298,16,4022,5352,4442.5,288.632177,16,804978688,786112,96624497,94359,1474.372824,8331,12283,0,0,87808,110080,99.838003,94208.0,4664.307823,16,1372,1720,1472.0,72.87981,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
151,2,filestore,n1-standard-32,3,256,2413559808,2356992,397817670,388493,1517.553981,6067,9207,0,0,337920,434842,100.0,389900.833333,33554.815305,12,1320,1698,1523.0,131.000347,12,807665664,788736,133124388,130004,507.82924,6067,3081,0,0,104960,141312,98.539829,128106.833333,9698.199588,12,410,552,500.416667,37.883694,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
152,1,filestore,n1-standard-32,4,8,3217063936,3141664,38216941,37321,4665.154017,84179,392708,0,0,33296,48928,99.881484,37277.142857,1969.465262,168,4162,6116,4659.642857,246.183158,168,1077903360,1052640,12804896,12504,1563.097685,84179,131580,0,0,11792,16112,99.841811,12485.333333,470.903561,168,1474,2014,1560.666667,58.862945,168,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
153,2,filestore,n1-standard-32,2,256,1601437696,1563904,393183819,383968,1499.87724,4073,6109,0,0,337408,476672,100.0,384000.0,47118.308386,8,1318,1862,1500.0,184.055892,8,546045952,533248,134064805,130922,511.416646,4073,2083,0,0,109568,139264,97.229157,127296.0,10549.605274,8,428,544,497.25,41.209396,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
154,4,filestore,n1-standard-32,2,256,1601437696,1563904,395124030,385863,1507.278559,4053,6109,0,0,309248,455680,100.0,390400.0,44016.688368,8,1208,1780,1525.0,171.940189,8,546045952,533248,134726363,131568,513.940291,4053,2083,0,0,116736,146432,98.698236,129856.0,10125.762786,8,456,572,507.25,39.553761,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
155,0,filestore,n1-standard-32,2,8,1609711616,1571984,38668963,37762,4720.332469,41628,196498,0,0,34240,48448,99.831423,37699.662651,2287.902199,83,4280,6056,4712.457831,285.987775,83,537772032,525168,12918517,12615,1576.967426,41628,65646,0,0,12032,16048,99.764269,12586.987952,557.888298,83,1504,2006,1573.373494,69.736037,83,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
156,3,filestore,n1-standard-32,3,256,2413559808,2356992,398080126,388750,1518.555171,6063,9207,0,0,344576,510976,100.0,392704.0,47413.120087,12,1346,1996,1534.0,185.2075,12,807665664,788736,133212215,130090,508.164275,6063,3081,0,0,117248,149504,99.082133,128896.0,9425.971703,12,458,584,503.5,36.820202,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
157,4,filestore,n1-standard-32,3,256,2413559808,2356992,399001456,389649,1522.069764,6049,9207,0,0,314880,526336,100.0,391040.0,56468.379747,12,1230,2056,1527.5,220.579608,12,807665664,788736,133520526,130391,509.340387,6049,3081,0,0,109056,155648,98.492889,128426.666667,11907.482058,12,426,608,501.666667,46.513602,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
158,4,filestore,n1-standard-32,4,256,3218079744,3142656,396559426,387265,1512.754159,8115,12276,0,0,328192,504832,100.0,392288.0,41345.690781,16,1282,1972,1532.375,161.506605,16,1076887552,1051648,132703333,129593,506.223044,8115,4108,0,0,111616,152576,99.758399,129280.0,9970.205855,16,436,596,505.0,38.946117,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
159,3,filestore,n1-standard-32,1,8,805339136,786464,39361639,38439,4804.887586,20460,98308,0,0,34432,48944,99.292126,38168.0,2315.917894,40,4304,6118,4771.0,289.489737,40,268402688,262112,13118410,12810,1601.368524,20460,32764,0,0,11984,15952,99.282276,12719.2,580.042227,40,1498,1994,1589.9,72.527908,40,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
160,0,filestore,n1-standard-32,4,32,3221356544,3145856,152101446,148536,4641.767789,21179,98308,0,0,132992,186048,99.906038,148397.714286,10515.354298,42,4156,5814,4637.428571,328.604822,42,1073610752,1048448,50692230,49504,1547.004108,21179,32764,0,0,46784,60032,99.795712,49403.428571,2101.5151,42,1462,1876,1543.857143,65.672347,42,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
161,1,filestore,n1-standard-32,1,128,800718848,781952,383119066,374139,2922.966507,2090,6109,0,0,344320,466432,100.0,379968.0,58359.157225,4,2690,3644,2968.5,455.930916,4,273022976,266624,130633002,127571,996.650718,2090,2083,0,0,116224,145664,98.780846,126016.0,13324.097068,4,908,1138,984.5,104.094508,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
162,0,filestore,n1-standard-32,3,64,2416246784,2359616,288644938,281879,4404.372237,8371,36869,0,0,263808,341888,100.0,282376.0,19853.261804,16,4122,5342,4412.125,310.207216,16,804978688,786112,96162786,93908,1467.327679,8371,12283,0,0,87680,110720,99.746594,93672.0,5127.507829,16,1370,1730,1463.625,80.11731,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
163,3,filestore,n1-standard-32,3,128,2419064832,2362368,381315389,372378,2909.205549,6344,18456,0,0,324096,466176,100.0,374762.666667,40100.280601,12,2532,3642,2927.833333,313.283442,12,802160640,783360,126443984,123480,964.691047,6344,6120,0,0,111360,145152,99.75506,123178.666667,8730.540641,12,870,1134,962.333333,68.207349,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
164,2,filestore,n1-standard-32,2,64,1611333632,1573568,291538561,284705,4448.525421,5527,24587,0,0,243840,351232,100.0,285917.090909,26507.751808,11,3810,5488,4467.454545,414.183622,11,536150016,523584,97005611,94732,1480.188167,5527,8181,0,0,81920,113664,99.913396,94650.181818,8175.856821,11,1280,1776,1478.909091,127.747763,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
165,0,filestore,n1-standard-32,3,8,2413322240,2356760,38360894,37461,4682.726391,62911,294595,0,0,32816,49008,99.736237,37363.328,2044.928439,125,4102,6126,4670.416,255.616055,125,807903232,788968,12842002,12541,1567.627283,62911,98621,0,0,11792,15968,99.649011,12497.536,427.375119,125,1474,1996,1562.192,53.42189,125,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
166,2,filestore,n1-standard-32,2,128,1609039872,1571328,378508556,369637,2887.791108,4251,12276,0,0,350208,432896,100.0,373088.0,26247.513907,8,2736,3382,2914.75,205.058702,8,538443776,525824,126662850,123694,966.360856,4251,4108,0,0,115968,137984,99.574605,123168.0,6662.238834,8,906,1078,962.25,52.048741,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
167,3,filestore,n1-standard-32,2,128,1609039872,1571328,379759233,370858,2897.333019,4237,12276,0,0,346112,435712,100.0,376192.0,28011.327015,8,2704,3404,2939.0,218.838492,8,538443776,525824,127081372,124102,969.55393,4237,4108,0,0,115712,141312,99.942868,124032.0,7689.746197,8,904,1104,969.0,60.076142,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
168,2,filestore,n1-standard-32,1,128,800718848,781952,379667542,370769,2896.633476,2109,6109,0,0,335360,440576,100.0,372544.0,46792.885613,4,2620,3442,2910.5,365.569419,4,273022976,266624,129456128,126422,987.671882,2109,2083,0,0,120576,139776,100.0,126464.0,9070.254976,4,942,1092,988.0,70.861367,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
169,4,filestore,n1-standard-32,2,8,1609711616,1571984,38664319,37758,4719.765571,41633,196498,0,0,33680,48832,99.816929,37689.060241,2281.32226,83,4210,6104,4711.13253,285.165282,83,537772032,525168,12916965,12614,1576.778037,41633,65646,0,0,11616,15920,99.7604,12584.86747,588.574151,83,1452,1990,1573.108434,73.571769,83,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
