,uid,storage,instance,size,blocksize,read_io_bytes,read_io_kbytes,read_bw_bytes,read_bw,read_iops,read_runtime,read_total_ios,read_short_ios,read_drop_ios,read_bw_min,read_bw_max,read_bw_agg,read_bw_mean,read_bw_dev,read_bw_samples,read_iops_min,read_iops_max,read_iops_mean,read_iops_stddev,read_iops_samples,write_io_bytes,write_io_kbytes,write_bw_bytes,write_bw,write_iops,write_runtime,write_total_ios,write_short_ios,write_drop_ios,write_bw_min,write_bw_max,write_bw_agg,write_bw_mean,write_bw_dev,write_bw_samples,write_iops_min,write_iops_max,write_iops_mean,write_iops_stddev,write_iops_samples,trim_io_bytes,trim_io_kbytes,trim_bw_bytes,trim_bw,trim_iops,trim_runtime,trim_total_ios,trim_short_ios,trim_drop_ios,trim_bw_min,trim_bw_max,trim_bw_agg,trim_bw_mean,trim_bw_dev,trim_bw_samples,trim_iops_min,trim_iops_max,trim_iops_mean,trim_iops_stddev,trim_iops_samples
46,2,filestore,n1-standard-2,1,8,805339136,786464,39305926,38384,4798.086778,20489,98308,0,0,34544,49280,99.2505,38097.6,2402.91324,40,4318,6160,4762.2,300.364155,40,268402688,262112,13099843,12792,1599.101957,20489,32764,0,0,11792,16080,99.20412,12691.6,654.787999,40,1474,2010,1586.45,81.8485,40,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
47,2,filestore,n1-standard-2,2,8,1609711616,1571984,38650394,37744,4718.065693,41648,196498,0,0,33360,48560,99.823748,37678.036145,2332.647195,83,4170,6070,4709.771084,291.568606,83,537772032,525168,12912313,12609,1576.210142,41648,65646,0,0,11792,15728,99.724968,12575.373494,548.877429,83,1474,1966,1571.903614,68.607689,83,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
48,0,filestore,n1-standard-2,1,128,800718848,781952,386447320,377389,2948.359073,2072,6109,0,0,326400,457216,100.0,379648.0,55248.967652,4,2550,3572,2966.0,431.63256,4,273022976,266624,131767845,128679,1005.30888,2072,2083,0,0,118528,140800,99.521652,128064.0,9392.967582,4,926,1100,1000.5,73.382559,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
49,3,filestore,n1-standard-2,2,64,1611333632,1573568,291802541,284963,4452.553423,5522,24587,0,0,266880,340608,100.0,285984.727273,21189.391596,11,4170,5322,4468.454545,331.138449,11,536150016,523584,97093447,94817,1481.528432,5522,8181,0,0,90752,108800,99.681685,94516.727273,4980.989402,11,1418,1700,1476.818182,77.829067,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
50,3,filestore,n1-standard-2,3,64,2416246784,2359616,289163090,282385,4412.278602,8356,36869,0,0,263792,346826,100.0,283299.625,21561.386551,16,4121,5419,4426.5,336.911264,16,804978688,786112,96335410,94077,1469.961704,8356,12283,0,0,86528,112670,99.949458,94030.3125,5736.389988,16,1352,1760,1469.1875,89.531535,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
51,2,filestore,n1-standard-2,3,256,2413559808,2356992,385737543,376696,1471.471951,6257,9207,0,0,193024,520704,100.0,379566.166667,75954.425195,12,754,2034,1482.5,296.737258,12,807665664,788736,129081934,126056,492.408502,6257,3081,0,0,70144,154624,98.781042,124520.416667,20881.020506,12,274,604,486.25,81.490797,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
52,1,filestore,n1-standard-2,4,8,3217063936,3141664,38226023,37330,4666.262669,84159,392708,0,0,33168,49424,99.935439,37306.875,2115.813345,168,4146,6178,4663.39881,264.513725,168,1077903360,1052640,12807939,12507,1563.469148,84159,131580,0,0,11744,16800,99.88205,12493.428571,523.509113,168,1468,2100,1561.660714,65.445944,168,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
53,2,filestore,n1-standard-2,2,256,1601437696,1563904,395905487,386626,1510.25958,4045,6109,0,0,330240,466432,100.0,390016.0,42652.791649,8,1290,1822,1523.5,166.612467,8,546045952,533248,134992818,131828,514.956737,4045,2083,0,0,113664,157184,98.793949,130240.0,13348.345986,8,444,614,508.75,52.141977,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
54,4,filestore,n1-standard-2,2,256,1601437696,1563904,397379080,388065,1515.880893,4030,6109,0,0,341504,535040,100.0,390208.0,63827.11277,8,1334,2090,1524.25,249.324659,8,546045952,533248,135495273,132319,516.873449,4030,2083,0,0,112640,160256,98.283246,130048.0,13814.515265,8,440,626,508.0,53.96295,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
55,0,filestore,n1-standard-2,2,8,1609711616,1571984,38686621,37779,4722.487923,41609,196498,0,0,33312,49005,99.920849,37750.277108,2290.402821,83,4164,6125,4718.759036,286.269087,83,537772032,525168,12924416,12621,1577.68752,41609,65646,0,0,11856,16160,99.837579,12601.421687,614.500136,83,1482,2020,1575.156627,76.818043,83,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
56,3,filestore,n1-standard-2,3,256,2413559808,2356992,399331536,389972,1523.328921,6044,9207,0,0,334336,503296,100.0,392467.833333,53116.989655,12,1306,1966,1533.0,207.531378,12,807665664,788736,133630983,130499,509.761747,6044,3081,0,0,100040,151040,99.013014,129211.25,12872.864548,12,390,590,504.583333,50.428092,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
57,4,filestore,n1-standard-2,3,256,2413559808,2356992,399662163,390295,1524.590164,6039,9207,0,0,353280,483840,100.0,392149.333333,36096.055018,12,1380,1890,1531.833333,141.000215,12,807665664,788736,133741623,130607,510.183805,6039,3081,0,0,113664,154624,99.114096,129450.666667,11615.710156,12,444,604,505.666667,45.373868,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
58,4,filestore,n1-standard-2,4,256,3218079744,3142656,385491104,376456,1470.531864,8348,12276,0,0,172544,499200,100.0,381347.75,71448.342765,16,674,1950,1489.5625,279.098303,16,1076887552,1051648,128999467,125976,492.093915,8348,4108,0,0,63488,157184,99.700703,125599.25,19496.497957,16,248,614,490.5,76.124459,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
59,3,filestore,n1-standard-2,1,8,805339136,786464,39281003,38360,4795.044386,20502,98308,0,0,35008,49856,99.279583,38084.2,2343.970073,40,4376,6232,4760.45,292.999427,40,268402688,262112,13091536,12784,1598.087991,20502,32764,0,0,11952,16368,99.306178,12696.05,676.287337,40,1494,2046,1587.0,84.53341,40,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
60,0,filestore,n1-standard-2,4,32,3221356544,3145856,152504688,148930,4654.073758,21123,98308,0,0,135424,187264,99.982972,148905.142857,9039.091441,42,4232,5852,4653.285714,282.471608,42,1073610752,1048448,50826622,49635,1551.10543,21123,32764,0,0,47168,60032,99.890455,49581.714286,2079.863625,42,1474,1876,1549.428571,64.995738,42,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
61,1,filestore,n1-standard-2,1,128,800718848,781952,387194800,378119,2954.061896,2068,6109,0,0,327936,471121,100.0,387028.25,61221.397024,4,2562,3680,3023.5,478.002441,4,273022976,266624,132022715,128928,1007.253385,2068,2083,0,0,119552,147161,99.867808,128758.25,12466.332537,4,934,1149,1005.75,97.051103,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
62,0,filestore,n1-standard-2,3,64,2416246784,2359616,291852492,285012,4453.315618,8279,36869,0,0,270336,350848,100.0,285395.3125,18876.68272,16,4224,5482,4459.25,294.925866,16,804978688,786112,97231391,94952,1483.633289,8279,12283,0,0,90496,113408,99.624517,94596.25,5424.009335,16,1414,1772,1478.0625,84.750983,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
63,3,filestore,n1-standard-2,3,128,2419064832,2362368,366914125,358314,2799.332626,6593,18456,0,0,166144,475136,100.0,360566.153846,68699.450723,13,1298,3712,2816.923077,536.714459,13,802160640,783360,121668533,118816,928.257243,6593,6120,0,0,59136,145408,99.706332,118468.923077,19263.086783,13,462,1136,925.538462,150.492865,13,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
64,2,filestore,n1-standard-2,2,64,1611333632,1573568,293985336,287095,4485.860244,5481,24587,0,0,266496,358400,100.0,288076.8,26298.606422,10,4164,5600,4501.2,410.915725,10,536150016,523584,97819743,95527,1492.610837,5481,8181,0,0,87680,115328,99.583267,95129.6,7555.205346,10,1370,1802,1486.4,118.050084,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
65,0,filestore,n1-standard-2,3,8,2413322240,2356760,38372483,37473,4684.141067,62892,294595,0,0,32224,48720,99.764824,37385.24,1995.448969,125,4028,6090,4673.144,249.431635,125,807903232,788968,12845882,12544,1568.100871,62892,98621,0,0,11808,16176,99.71457,12509.192,463.637976,125,1476,2022,1563.624,57.955164,125,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
66,2,filestore,n1-standard-2,2,128,1609039872,1571328,381198737,372264,2908.315565,4221,12276,0,0,337152,448768,100.0,375558.375,33900.553185,8,2634,3506,2934.0,264.875173,8,538443776,525824,127563083,124573,973.229093,4221,4108,0,0,116480,139520,99.87371,124416.5,7311.642516,8,910,1090,972.0,57.121425,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
67,3,filestore,n1-standard-2,2,128,1609039872,1571328,384202452,375197,2931.232092,4188,12276,0,0,341760,466432,100.0,379976.75,41752.925837,8,2670,3644,2968.5,326.25275,8,538443776,525824,128568236,125554,980.897803,4188,4108,0,0,120832,144896,99.832808,125345.375,7961.789119,8,944,1132,979.25,62.206454,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
68,2,filestore,n1-standard-2,1,128,800718848,781952,383302464,374318,2924.365725,2089,6109,0,0,313856,472320,100.0,380032.0,69543.6302,4,2452,3690,2969.0,543.309611,4,273022976,266624,130695536,127632,997.127812,2089,2083,0,0,115200,146432,99.686318,127232.0,13411.728996,4,900,1144,994.0,104.779133,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
69,4,filestore,n1-standard-2,2,8,1609711616,1571984,38664319,37758,4719.765571,41633,196498,0,0,34192,48576,99.854008,37703.710843,2234.223019,83,4274,6072,4712.963855,279.277877,83,537772032,525168,12916965,12614,1576.778037,41633,65646,0,0,11904,16096,99.7604,12584.86747,549.284252,83,1488,2012,1573.108434,68.660532,83,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
70,2,filestore,n1-standard-2,3,8,2413322240,2356760,38335301,37436,4679.602243,62953,294595,0,0,33936,48862,99.728029,37335.392,1914.760188,125,4242,6107,4666.912,239.303324,125,807903232,788968,12833434,12532,1566.581418,62953,98621,0,0,11968,15904,99.635748,12487.48,386.116721,125,1496,1988,1560.928,48.256568,125,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
71,1,filestore,n1-standard-2,4,64,3220504576,3145024,286623760,279906,4373.531506,11236,49141,0,0,245120,333696,100.0,280358.227273,17945.10131,22,3830,5214,4380.454545,280.411216,22,1074462720,1049280,95626799,93385,1459.149163,11236,16395,0,0,81792,105600,99.836649,93233.454545,5002.319383,22,1278,1650,1456.545455,78.180333,22,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
72,4,filestore,n1-standard-2,4,128,3222667264,3147136,369699124,361034,2820.580475,8717,24587,0,0,180992,473600,100.0,361803.294118,55002.388243,17,1414,3700,2826.588235,429.706158,17,1072300032,1047168,123012507,120129,938.510956,8717,8181,0,0,65792,144640,99.919752,120033.882353,15942.522643,17,514,1130,937.764706,124.550958,17,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
73,4,filestore,n1-standard-2,1,64,804519936,785664,294803934,287894,4498.351044,2729,12276,0,0,248079,349440,100.0,291100.6,37138.423793,5,3876,5460,4548.4,580.355753,5,269221888,262912,98652212,96340,1505.313302,2729,4108,0,0,82778,111872,99.611739,95966.8,10380.221539,5,1293,1748,1499.4,162.320054,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
74,3,filestore,n1-standard-2,2,8,1609711616,1571984,38646682,37740,4717.6126,41652,196498,0,0,33584,48768,99.828037,37676.915663,2239.942101,83,4198,6096,4709.614458,279.992763,83,537772032,525168,12911073,12608,1576.058773,41652,65646,0,0,11920,15936,99.726615,12574.650602,556.79756,83,1490,1992,1571.831325,69.599695,83,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
75,4,filestore,n1-standard-2,3,8,2413322240,2356760,38374314,37474,4684.364515,62889,294595,0,0,33168,48688,99.7654,37387.136,1957.753936,125,4146,6086,4673.368,244.704184,125,807903232,788968,12846495,12545,1568.175675,62889,98621,0,0,11824,15808,99.685899,12506.952,428.53279,125,1478,1976,1563.344,53.569235,125,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
76,0,filestore,n1-standard-2,2,128,1609039872,1571328,382649196,373680,2919.381688,4205,12276,0,0,333824,448768,100.0,376608.0,35677.000771,8,2608,3506,2942.25,278.726569,8,538443776,525824,128048460,125047,976.932224,4205,4108,0,0,113920,140544,99.213638,124064.0,9149.666036,8,890,1098,969.25,71.481766,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
77,3,filestore,n1-standard-2,1,128,800718848,781952,376986274,368150,2876.177024,2124,6109,0,0,318208,432896,100.0,369536.0,49796.880652,4,2486,3382,2887.0,389.03813,4,273022976,266624,128541890,125529,980.696798,2124,2083,0,0,117504,135168,99.113203,124416.0,7750.784906,4,918,1056,972.0,60.553007,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
78,3,filestore,n1-standard-2,4,64,3220504576,3145024,284672905,278000,4343.763812,11313,49141,0,0,244247,339840,100.0,278034.5,18772.010988,22,3816,5310,4344.272727,293.343482,22,1074462720,1049280,94975932,92749,1449.217714,11313,16395,0,0,83712,108800,99.73053,92500.909091,4910.528077,22,1308,1700,1445.318182,76.731682,22,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
79,0,filestore,n1-standard-2,4,64,3220504576,3145024,290528152,283718,4433.107803,11085,49141,0,0,256768,358784,100.0,283956.363636,20460.777992,22,4012,5606,4436.818182,319.699656,22,1074462720,1049280,96929428,94657,1479.02571,11085,16395,0,0,89216,115968,99.94861,94609.454545,5303.426033,22,1394,1812,1478.272727,82.866032,22,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
80,1,filestore,n1-standard-2,1,256,798490624,779776,401251569,391847,1530.653266,1990,3046,0,0,396800,459264,100.0,420352.0,33946.796962,3,1550,1794,1642.0,132.604676,3,275251200,268800,138317185,135075,527.638191,1990,1050,0,0,121856,139776,98.173334,132608.0,9482.372699,3,476,546,518.0,37.040518,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
81,0,filestore,n1-standard-2,3,32,2418606080,2361920,153348090,149753,4679.812326,15772,73810,0,0,133056,187968,99.83707,149510.193548,9919.578208,31,4158,5874,4672.193548,309.986819,31,802619392,783808,50888878,49696,1553.005326,15772,24494,0,0,46656,60800,99.518736,49457.548387,2330.262744,31,1458,1900,1545.548387,72.820711,31,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
82,4,filestore,n1-standard-2,1,8,805339136,786464,39338566,38416,4802.071122,20472,98308,0,0,34640,48638,99.264462,38134.35,2115.905426,40,4330,6079,4766.775,264.392723,40,268402688,262112,13110721,12803,1600.429855,20472,32764,0,0,12080,15808,99.254587,12708.0,569.533502,40,1510,1976,1588.5,71.191688,40,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
83,0,filestore,n1-standard-2,3,128,2419064832,2362368,370113958,361439,2823.74541,6536,18456,0,0,174336,454656,100.0,363111.307692,63345.378707,13,1362,3552,2836.769231,494.892944,13,802160640,783360,122729596,119853,936.352509,6536,6120,0,0,63744,139520,99.732906,119533.076923,17579.383201,13,498,1090,933.846154,137.33769,13,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
84,1,filestore,n1-standard-2,3,64,2416246784,2359616,290100466,283301,4426.581823,8329,36869,0,0,266880,343936,100.0,283728.0,18419.010238,16,4170,5374,4433.25,287.797035,16,804978688,786112,96647699,94382,1474.726858,8329,12283,0,0,89600,109824,99.569286,93976.0,4653.574626,16,1400,1716,1468.375,72.712104,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
85,0,filestore,n1-standard-2,2,64,1611333632,1573568,291117187,284294,4442.095754,5535,24587,0,0,249728,359552,100.0,284695.272727,29193.026993,11,3902,5618,4448.363636,456.141047,11,536150016,523584,96865404,94595,1478.04878,5535,8181,0,0,86784,116224,99.787387,94394.181818,7737.886091,11,1356,1816,1474.909091,120.90447,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
86,4,filestore,n1-standard-2,1,256,798490624,779776,401251569,391847,1530.653266,1990,3046,0,0,380416,456192,100.0,419328.0,37929.490795,3,1486,1782,1638.0,148.162073,3,275251200,268800,138317185,135075,527.638191,1990,1050,0,0,123392,150528,100.0,135850.666667,13703.374961,3,482,588,530.666667,53.528808,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
87,1,filestore,n1-standard-2,3,256,2413559808,2356992,399662163,390295,1524.590164,6039,9207,0,0,346624,477696,100.0,391722.666667,38673.30939,12,1354,1866,1530.166667,151.067615,12,807665664,788736,133741623,130607,510.183805,6039,3081,0,0,118784,158208,99.44103,129877.333333,10602.083272,12,464,618,507.333333,41.414388,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
88,0,filestore,n1-standard-2,1,64,804519936,785664,283781282,277130,4330.15873,2835,12276,0,0,234240,327536,100.0,279267.2,41531.439503,5,3660,5117,4363.4,648.710876,5,269221888,262912,94963628,92737,1449.029982,2835,4108,0,0,78592,107049,98.971383,91784.2,10654.090679,5,1228,1672,1434.0,166.240789,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
89,0,filestore,n1-standard-2,4,128,3222667264,3147136,380166009,371255,2900.436475,8477,24587,0,0,328960,472399,100.0,372982.0625,32803.515941,16,2570,3690,2913.875,256.151485,16,1072300032,1047168,126495226,123530,965.081987,8477,8181,0,0,117248,147417,100.0,123679.75,6969.379164,16,916,1151,966.1875,54.290845,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
90,0,filestore,n1-standard-2,4,256,3218079744,3142656,397735724,388413,1517.241379,8091,12276,0,0,311808,489472,100.0,392352.0,51567.565951,16,1218,1912,1532.625,201.435804,16,1076887552,1051648,133096966,129977,507.724632,8091,4108,0,0,119296,149504,99.955757,129920.0,8734.06572,16,466,584,507.5,34.117444,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
91,3,filestore,n1-standard-2,3,8,2413322240,2356760,38337128,37438,4679.825258,62950,294595,0,0,31888,48448,99.739302,37341.344,1956.906492,125,3986,6056,4667.664,244.585296,125,807903232,788968,12834046,12533,1566.656076,62950,98621,0,0,11184,15616,99.654933,12490.912,407.286121,125,1398,1952,1561.352,50.916797,125,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
92,1,filestore,n1-standard-2,4,32,3221356544,3145856,151850501,148291,4634.10955,21214,98308,0,0,131200,182848,99.839839,148054.690476,8715.538656,42,4100,5714,4626.690476,272.362607,42,1073610752,1048448,50608595,49422,1544.451777,21214,32764,0,0,46336,58496,99.79067,49319.595238,1840.730383,42,1448,1828,1541.214286,57.531131,42,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
93,3,filestore,n1-standard-2,4,8,3217063936,3141664,38217395,37321,4665.209437,84178,392708,0,0,33072,48704,99.909771,37288.529762,2065.624636,168,4134,6088,4661.059524,258.207355,168,1077903360,1052640,12805048,12504,1563.116254,84178,131580,0,0,11632,16608,99.856619,12487.85119,489.997466,168,1454,2076,1560.97619,61.254349,168,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
94,4,filestore,n1-standard-2,4,64,3220504576,3145024,288575678,281812,4403.315412,11160,49141,0,0,264192,333056,100.0,282577.454545,15278.797188,22,4128,5204,4415.272727,238.731206,22,1074462720,1049280,96278021,94021,1469.086022,11160,16395,0,0,90368,108544,99.876087,93905.454545,3552.854154,22,1412,1696,1467.272727,55.513346,22,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
95,4,filestore,n1-standard-2,4,8,3217063936,3141664,38227840,37331,4666.484463,84155,392708,0,0,32896,48880,99.919975,37302.380952,2053.591275,168,4112,6110,4662.797619,256.698909,168,1077903360,1052640,12808548,12508,1563.543461,84155,131580,0,0,11760,16048,99.869306,12492.190476,482.148447,168,1470,2006,1561.52381,60.262992,168,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
96,4,filestore,n1-standard-2,2,64,1611333632,1573568,289235977,282457,4413.390774,5571,24587,0,0,263040,338048,100.0,283273.818182,21186.282306,11,4110,5282,4426.090909,331.004669,11,536150016,523584,96239457,93983,1468.497577,5571,8181,0,0,87168,107392,99.583072,93592.636364,5104.423303,11,1362,1678,1462.363636,79.763742,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
97,3,filestore,n1-standard-2,3,32,2418606080,2361920,153270347,149678,4677.439797,15780,73810,0,0,134784,190016,99.781482,149351.225806,10673.474232,31,4212,5938,4667.225806,333.54607,31,802619392,783808,50863079,49670,1552.217997,15780,24494,0,0,46464,61696,99.470565,49408.0,2518.435917,31,1452,1928,1544.0,78.701122,31,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
98,2,filestore,n1-standard-2,1,32,805666816,786784,158004866,154301,4821.925868,5099,24587,0,0,142592,194304,100.0,154451.2,14690.693145,10,4456,6072,4826.6,459.084161,10,268075008,261792,52574035,51341,1604.432242,5099,8181,0,0,46976,62656,99.174492,50918.4,4319.586482,10,1468,1958,1591.2,134.987078,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
99,0,filestore,n1-standard-2,2,256,1601437696,1563904,394734457,385482,1505.792457,4057,6109,0,0,330752,507904,100.0,390144.0,55766.716054,8,1292,1984,1524.0,217.838735,8,546045952,533248,134593530,131438,513.433572,4057,2083,0,0,112128,146944,98.990411,130112.0,10730.863579,8,438,574,508.25,41.917436,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
100,1,filestore,n1-standard-32,3,128,2419064832,2362368,376215370,367397,2870.29549,6430,18456,0,0,328960,397312,100.0,369514.666667,20811.129144,12,2570,3104,2886.833333,162.586946,12,802160640,783360,124752821,121828,951.788491,6430,6120,0,0,114944,126976,99.899099,121706.666667,4012.914908,12,898,992,950.833333,31.350898,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
101,3,filestore,n1-standard-32,4,256,3218079744,3142656,396950751,387647,1514.246947,8107,12276,0,0,349696,458240,100.0,392224.0,32005.239038,16,1366,1790,1532.125,125.020465,16,1076887552,1051648,132834285,129720,506.722585,8107,4108,0,0,117248,140288,99.536712,129120.0,6857.025828,16,458,548,504.375,26.785257,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
102,4,filestore,n1-standard-32,2,32,1610252288,1572512,153752724,150149,4692.160794,10473,49141,0,0,137088,191040,100.0,150243.2,11701.503033,20,4284,5970,4695.1,365.67197,20,537231360,524640,51296797,50094,1565.454025,10473,16395,0,0,47296,62400,99.382112,49785.6,3138.913362,20,1478,1950,1555.8,98.091043,20,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
103,1,filestore,n1-standard-32,4,128,3222667264,3147136,377759613,368905,2882.07713,8531,24587,0,0,316672,432384,100.0,370130.823529,28057.155514,17,2474,3378,2891.647059,219.196527,17,1072300032,1047168,125694529,122748,958.973157,8531,8181,0,0,115968,133120,99.689965,122368.0,5250.340941,17,906,1040,956.0,41.018289,17,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
104,1,filestore,n1-standard-32,1,8,805339136,786464,39353945,38431,4803.948397,20464,98308,0,0,34560,49600,99.306334,38165.6,2317.245544,40,4320,6200,4770.7,289.655693,40,268402688,262112,13115846,12808,1601.055512,20464,32764,0,0,12000,16288,99.262648,12714.4,637.51878,40,1500,2036,1589.3,79.689848,40,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
105,3,filestore,n1-standard-32,1,64,804519936,785664,298080746,291094,4548.351241,2699,12276,0,0,269184,335104,100.0,293964.8,24474.222586,5,4206,5236,4593.2,382.409728,5,269221888,262912,99748754,97410,1522.045202,2699,4108,0,0,92544,110848,99.628489,97049.6,7760.326591,5,1446,1732,1516.4,121.255103,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
106,0,filestore,n1-standard-32,1,256,798490624,779776,405531043,396026,1546.978162,1969,3046,0,0,350720,484352,100.0,411136.0,67729.298358,3,1370,1892,1606.0,264.567572,3,275251200,268800,139792381,136515,533.265617,1969,1050,0,0,119808,158720,99.762667,136192.0,20170.460778,3,468,620,532.0,78.790862,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
107,1,filestore,n1-standard-32,1,32,805666816,786784,157111313,153429,4794.656786,5128,24587,0,0,140928,189504,99.906786,153286.4,13644.178597,10,4404,5922,4790.2,426.380581,10,268075008,261792,52276717,51051,1595.358814,5128,8181,0,0,47808,61120,99.049036,50566.4,3811.14492,10,1494,1910,1580.2,119.098279,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
